,code,Total_delay,count,name,city
246,PSG,199.16666666666666,726,Petersburg James A Johnson Airport,Petersburg
247,PSP,4539.983333333334,9212,Palm Springs International Airport,Palm Springs
248,PUB,17.5,51,Pueblo Memorial Airport,Pueblo
249,PVD,4832.816666666667,13755,Theodore Francis Green State Airport,Warwick
250,PWM,3697.6833333333334,6006,Jetport International Airport,Portland
251,RAP,1096.4666666666667,3166,Rapid City Regional Airport,Rapid City
252,RDD,705.5833333333334,1069,Redding Municipal Airport,Redding
253,RDM,2250.266666666667,3773,Roberts Field Airport,Redmond
254,RDU,15250.666666666666,35937,Durham International Airport,Raleigh/Durham
255,RHI,416.76666666666665,767,Rhinelander-Oneida County Airport,Rhinelander
256,RIC,8311.183333333332,15819,Richmond International Airport,Richmond
257,RKS,199.11666666666667,672,Rock Springs-Sweetwater County Airport,Rock Springs
258,RNO,6177.483333333334,15774,Reno-Tahoe International Airport,Reno
259,ROA,836.9166666666666,1530,Roanoke Regional Airport-Woodrum Field,Roanoke
260,ROC,3376.55,7605,Greater Rochester International Airport,Rochester
261,ROW,166.86666666666667,460,Roswell Industrial Air Center,Roswell
262,RST,1681.7333333333333,2804,Rochester International Airport,Rochester
263,RSW,12581.333333333334,30304,Southwest Florida International Airport,Fort Myers
265,SAN,29634.766666666666,84056,San Diego International Airport,San Diego
266,SAT,10838.733333333334,32992,San Antonio International Airport,San Antonio
267,SAV,3435.383333333333,7689,Savannah International Airport,Savannah
268,SBA,2937.85,5257,Santa Barbara Municipal Airport,Goleta
269,SBN,2643.5833333333335,5284,South Bend Regional Airport,South Bend
270,SBP,2378.5666666666666,3522,San Luis Obispo County Airport,San Luis Obispo
271,SCC,152.5,727,Deadhorse Airport,Prudhoe Bay
272,SCE,970.45,1566,University Park Airport,State College
273,SDF,4014.866666666667,9956,Louisville International Airport,Louisville
274,SEA,44977.5,137176,Tacoma International Airport,Seattle
275,SFO,93870.48333333334,174631,San Francisco International Airport,San Francisco
276,SGF,984.5333333333333,2722,Springfield Regional Airport,Springfield
277,SGU,656.1666666666666,2802,St George Municipal Airport,St. George
278,SHV,2201.5,4887,Shreveport Regional Airport,Shreveport
279,SIT,355.6,1348,Sitka Airport,Sitka
280,SJC,16135.766666666666,49131,Norman Y Mineta San Jose International Airport,San Jose
281,SJT,312.68333333333334,630,Mathis Field Airport,San Angelo
282,SJU,11070.466666666667,24447,Luis Munoz Marin Airport,Carolina
283,SLC,34283.65,111912,Salt Lake City International Airport,Salt Lake City
284,SMF,15805.75,45068,Sacramento International Airport,Sacramento
285,SNA,13935.533333333333,41800,John Wayne Airport,Santa Ana
286,SPI,583.6166666666667,1147,Capital Airport,Springfield
288,SRQ,1355.4166666666667,3176,Sarasota Bradenton Airport,Sarasota
289,STL,20882.3,56988,Lambert St Louis International Airport,St. Louis
290,STS,741.05,1111,Sonoma County Airport,Windsor
291,STT,1765.2333333333333,4166,Cyril E King International Airport,Charlotte Amalie
292,STX,392.65,1088,Henry E Rohlson International Airport,Frederiksted
293,SUN,576.1333333333333,1338,Friedman Memorial Airport,Hailey
294,SUX,31.166666666666668,28,Sioux Gateway Airport,Sioux City
295,SWF,1013.0833333333334,1321,Stewart International Airport,New Windsor
297,SYR,3073.45,6318,Hancock International Airport,Syracuse
298,TLH,709.9,1,Tallahassee Regional Airport,Tallahassee
299,TOL,170.96666666666667,2078,Toledo Express Airport,Swanton
300,TPA,27572.166666666668,229,Tampa International Airport,Tampa
301,TRI,952.2833333333333,70150,Tri-Cities Regional Airport,Blountville
303,TUL,4153.75,2152,Tulsa International Airport,Tulsa
304,TUS,5922.55,13908,Tucson International Airport,Tucson
305,TVC,1956.45,15406,Cherry Capital Airport,Traverse City
306,TWF,387.3833333333333,3148,Twin Falls-Sun Valley Regional Airport,Twin Falls
307,TXK,31.433333333333334,1141,Texarkana Regional Airport,Texarkana
308,TYR,86.38333333333334,75,Tyler Pounds Field Airport,Tyler
309,TYS,3523.8,114,Mcghee Tyson Airport,Knoxville
310,UIN,50.65,6584,Quincy Municipal Airport-Baldwin Field,Quincy
312,VLD,298.7,66,Valdosta Regional Airport,Valdosta
313,VPS,1310.3666666666666,667,Eglin Air Force Base,Eglin Village
315,WYS,122.93333333333334,726,Yellowstone Airport,West Yellowstone
316,XNA,2609.35,232,Northwest Arkansas Regional Airport,Bentonville
317,YAK,186.18333333333334,5137,Yakutat Airport,Yakutat
318,YUM,387.3833333333333,724,Yuma International Airport,Yuma
