code,count,number,lat,lon,name,city
BTV,0.306685883175938,2106,44.4688,-73.1552,Burlington International Airport,South Burlington
BUF,0.0400927359193226,8895,42.9309,-78.738,Greater Buffalo International Airport,Buffalo
BUR,0.01854651208794786,7747,34.1963,-118.352,Burbank Glendale Pasadena Airport,Burbank
BWI,1.7997809709807056,43345,39.1841,-76.6745,Baltimore-Washington International Thurgood Mars,Baltimore
BZN,0.35505815483350345,1159,45.7722,-111.157,Gallatin Field Airport,Bozeman
CAE,0.2252651851588743,3700,33.9468,-81.1241,Columbia Metropolitan Airport,West Columbia
CAK,0.25453372967818266,3127,40.9149,-81.4309,Akron Canton Regional Airport,Canton
CDC,0.40598440070741343,162,37.6992,-113.092,Cedar City Municipal Airport,Cedar City
CDV,0.39868003444866806,305,60.4924,-145.475,Merle K Mudhole Smith Airport,Cordova
CEC,0.39398072189059413,397,41.7765,-124.237,Jack Mcnamara Field Airport,Crescent City
CHA,0.31674854158833543,1909,35.0373,-85.1966,Chattanooga Metropolitan Airport,Chattanooga
CHO,0.3902008400504042,471,38.14,-78.4487,Charlottesville Albemarle Airport,Earlysville
CIC,0.39316345014136383,413,39.7987,-121.854,Chico Municipal Airport,Chico
CID,0.2780302924685523,2667,41.8893,-91.7008,Cedar Rapids Municipal Airport,Cedar Rapids
CLD,0.39551310642040083,367,33.1255,-117.275,Mcclellan Palomar Airport,Carlsbad
CLE,0.42293347094936795,16390,41.4115,-81.8339,Hopkins International Airport,Cleveland
CLL,0.39816923960539913,315,30.5938,-96.3685,Easterwood Field Airport,College Station
CLT,2.0408761370036292,48065,35.2226,-80.946,Douglas International Airport,Charlotte
CMH,0.10654714502860733,10196,39.9974,-82.8877,Port Columbus International Airport,Columbus
CMI,0.3876979453183866,520,40.0367,-88.2638,University of Illinois-Willard Airport,Savoy
CMX,0.410836951718468,67,47.1689,-88.4942,Houghton County Memorial Airport,Hancock
COD,0.4029196316478,222,44.5134,-109.031,Yellowstone Regional Airport,Cody/Yellowstone
COS,0.18343108749515086,4519,38.7829,-104.697,City of Colorado Springs Municipal Airport,Colorado Springs
CPR,0.3894857272698277,485,42.8966,-106.465,Natrona County International Airport,Casper
CRP,0.335647950789285,1539,27.7747,-97.5019,Corpus Christi International Airport,Corpus Christi
CRW,0.34504657590543286,1355,38.3697,-81.5951,Yeager Airport,Charleston
CSG,0.3874425478967521,525,32.5184,-84.9401,Columbus Metropolitan Airport,Columbus
CVG,0.7795193510353916,23371,39.0571,-84.6625,Greater Cincinnati International Airport,Hebron
CWA,0.37191438466137733,829,44.7846,-89.6704,Central Wisconsin Airport,Mosinee
DAB,0.3623114416079219,1017,29.1874,-81.0615,Daytona Beach International Airport,Daytona Beach
DAL,0.6105484168820373,20063,32.8439,-96.8496,Dallas Love Field Airport,Dallas
DAY,0.15686975564516772,5039,39.8968,-84.2207,James M Cox Dayton International Airport,Dayton
DBQ,0.40087645227472435,262,42.4047,-90.7037,Dubuque Regional Airport,Dubuque
DCA,0.9613623152391223,26931,38.849,-77.0438,Washington National Airport,Arlington
DEN,4.642558591709477,98999,39.8396,-104.672,Denver International Airport,Denver
DFW,5.6170529936978975,118077,32.9222,-97.0409,Fort Worth International Airport,Dallas
DHN,0.3820281225581017,631,31.3144,-85.4487,Dothan Airport,Dothan
DLG,0.41144990553039074,55,59.0445,-158.513,Dillingham Municipal Airport,Dillingham
DLH,0.390762714378,460,46.838,-92.1781,Duluth International Airport,Duluth
DRO,0.36415030304368995,981,37.1595,-107.751,Durango la Plata County Airport,Durango
DSM,0.17158064713131224,4751,41.5328,-93.6481,Des Moines International Airport,Des Moines
DTW,2.7597177199359613,62138,42.2327,-83.3412,Detroit Metropolitan Wayne County Airport,Detroit
EGE,0.3808022149342563,655,39.6395,-106.912,Eagle County Regional Airport,Gypsum
EKO,0.3962792986853042,352,40.829,-115.78,Elko Municipal Airport-J C Harris Field,Elko
ELM,0.40031457794712855,273,42.1633,-76.8973,Elmira Corning Regional Airport,Horseheads
ELP,0.0696259964148385,6747,31.7982,-106.393,El Paso International Airport,El Paso
ERI,0.3968411730129,341,42.0829,-80.1824,Erie International Airport,Erie
EUG,0.3357501097579388,1537,44.1184,-123.213,Mahlon Sweet Field Airport,Eugene
EVV,0.352453101132832,1210,38.0464,-87.5308,Evansville Regional Airport,Evansville
EWN,0.3918864630331916,438,35.0786,-77.0343,Craven County Regional Airport,New Bern
EWR,2.32538886470441,53635,40.6924,-74.1843,Newark International Airport,Newark
EYW,0.3853482890393496,566,24.5536,-81.7551,Key West International Airport,Key West
FAI,0.34560845023302866,1344,64.8183,-147.866,Fairbanks International Airport,Fairbanks
FAR,0.345455211780048,1347,46.9195,-96.8243,Hector International Airport,Fargo
FAT,0.20963486295484576,4006,36.7675,-119.717,Fresno Yosemite International Airport,Fresno
FAY,0.3327364201826522,1596,34.9914,-78.8889,Fayetteville Regional Airport,Fayetteville
FCA,0.3796784662790647,677,48.3075,-114.252,Glacier Park International Airport,Kalispell
FLG,0.39975270361953275,284,35.139,-111.675,Flagstaff Pulliam Airport,Flagstaff
FLL,0.8648731693456259,25042,26.0722,-80.1354,Fort Lauderdale Hollywood International Airport,Dania Beach
FLO,0.39816923960539913,315,34.1936,-79.7289,Florence Regional Airport,Florence
FNT,0.2820144922460498,2589,42.9756,-83.7411,Bishop International Airport,Flint
FSD,0.3331961355415942,1587,43.5813,-96.7317,Sioux Falls Regional Airport,Sioux Falls
FSM,0.3837137455408891,598,36.1881,-94.4944,Smith Field Airport,Fort Smith
FWA,0.33426880471245896,1566,40.9883,-85.1899,Fort Wayne Municipal Airport-Baer Field,Fort Wayne
GCC,0.3945936757025168,385,44.3465,-105.533,Gillette Campbell County Airport,Gillette
GEG,0.20912406811157686,4016,47.625,-117.538,Spokane International Airport,Spokane
GFK,0.40200020092991595,240,47.9494,-97.1762,Grand Forks Mark Andrews International Airport,Grand Forks
GGG,0.4002634984628017,274,32.3874,-94.7194,Gregg County Airport,Longview
GJT,0.3380997660369757,1491,39.1217,-108.529,Walker Field Airport,Grand Junction
GNV,0.35495599586484966,1161,29.6861,-82.277,Gainesville Regional Airport,Gainesville
GPT,0.30377435256930524,2163,30.4133,-89.072,Gulfport Biloxi Regional Airport,Gulfport
GRB,0.3252277359865993,1743,44.4923,-88.1274,Austin Straubel International Airport,Green Bay
GRR,0.19068437426956933,4377,42.8841,-85.5307,Gerald R. Ford International Airport,Grand Rapids
GSO,0.20912406811157686,4016,36.1038,-79.9427,Triad International Airport,Greensboro
GSP,0.23318250522954234,3545,34.8907,-82.2167,Greenville Spartanburg International Airport,Greer
GST,0.41288013109154365,27,58.4246,-135.707,Gustavus Airport,Gustavus
GTF,0.3901497605660773,472,47.482,-111.356,Great Falls International Airport,Great Falls
GTR,0.396381457653958,350,33.4516,-88.5876,Golden Triangle Regional Airport,Columbus
GUC,0.39587066281068906,360,38.5356,-106.941,Gunnison County Airport,Gunnison
HDN,0.38463317625877314,580,40.485,-107.219,Yampa Valley Airport,Hayden
HLN,0.3908137938623269,459,46.6104,-111.99,Helena Regional Airport,Helena
HNL,0.5132930787236375,18159,21.3358,-157.919,Honolulu International Airport,Honolulu
HOU,0.6787906079427632,21399,29.6572,-95.2795,William P Hobby Airport,Houston
HPN,0.22771700040656506,3652,41.0693,-73.7042,Westchester County Airport,Purchase
HRL,0.3627711569668639,1008,26.2216,-97.663,Grande Valley International Airport,Harlingen
HSV,0.21004349882946088,3998,34.6492,-86.7767,Huntsville International Airport,Huntsville
HTS,0.41190962088933275,46,38.37,-82.5542,Tri State Walker Long Field Airport,Huntington
IAD,0.7498421706414681,22790,38.9556,-77.4484,Dulles International Airport,Washington
IAH,3.5150811341620205,76926,29.9784,-95.3424,George Bush Intercontinental Airport,Houston
ICT,0.19763118413802647,4241,37.6531,-97.43,Wichita Mid-Continent Airport,Wichita
IDA,0.3717611462083967,832,43.5147,-112.068,Fanning Field Airport,Idaho Falls
ILM,0.3323277843080371,1604,34.2668,-77.912,Wilmington International Airport,Wilmington
IND,0.2350120481107373,12711,39.7322,-86.2707,Indianapolis International Airport,Indianapolis
IPL,0.40833405698645037,116,32.8332,-115.57,Imperial County Airport,Imperial
ISP,0.25673014750423895,3084,40.7891,-73.0984,Long Island Macarthur Airport,Ronkonkoma
ITH,0.4072613878155857,137,42.4898,-76.4627,Tompkins County Airport,Ithaca
ITO,0.3031613987573825,2175,19.7126,-155.042,Hilo International Airport,Hilo
IYK,0.4105815542968336,72,35.6606,-117.816,Inyokern Airport,Inyokern
JAC,0.3619028057333068,1025,43.6034,-110.736,Jackson Hole Airport,Jackson
JAN,0.16611514230833493,4858,32.3089,-90.0733,Jackson International Airport,Pearl
JAX,0.11809110848648462,10422,30.4914,-81.676,Jacksonville International Airport,Jacksonville
JFK,1.8631195315460498,44585,40.6437,-73.79,John F Kennedy International Airport,Jamaica
JNU,0.3165953031353548,1912,58.3598,-134.583,Juneau International Airport,Juneau
KOA,0.25305242463270283,3156,19.7334,-156.039,Kailua-Kona International Airport,Kailua Kona
KTN,0.36741939004061097,917,55.354,-131.706,Ketchikan International Airport,Ketchikan
LAN,0.3803424995753143,664,42.7728,-84.5888,Lansing Capital City Airport,Lansing
LAS,2.336626351256326,53855,36.0806,-115.143,Mccarran International Airport,Las Vegas
LAW,0.40910024925135374,101,34.573,-98.4135,Lawton Municipal Airport,Lawton
LAX,2.891809266405301,64724,33.9456,-118.391,Los Angeles International Airport,Los Angeles
LBB,0.28513034078999017,2528,33.6566,-101.821,Lubbock International Airport,Lubbock
LCH,0.39908867032328316,297,30.1235,-93.2198,Lake Charles Regional Airport,Lake Charles
LEX,0.27098132363144145,2805,38.0384,-84.5989,Blue Grass Field,Lexington
LFT,0.3276284717499632,1696,30.2084,-91.9935,Lafayette Regional Airport,Lafayette
LGA,1.3358770943238845,34263,40.7731,-73.8756,LaGuardia Airport,Flushing
LGB,0.19875493279321807,4219,33.8186,-118.144,Long Beach Daugherty Field Airport,Long Beach
LIH,0.25494236555279776,3119,21.9782,-159.351,Lihue Airport,Lihue
LIT,0.06278134551503516,6881,34.7278,-92.219,Adams Field Airport,Little Rock
LMT,0.39009868108175044,473,42.1638,-121.745,Klamath Falls International Airport,Klamath Falls
LNK,0.37196546414570425,828,40.8461,-96.7543,Lincoln Municipal Airport,Lincoln
LRD,0.3682366617898412,901,27.5431,-99.4555,Laredo International Airport,Laredo
LSE,0.38350942760358153,602,43.8751,-91.2638,La Crosse Municipal Airport,La Crosse
LWB,0.412267177279621,39,37.8571,-80.4044,Greenbrier Valley Airport,Lewisburg
LWS,0.40200020092991595,240,46.3776,-117.011,Lewiston Nez Perce County Airport,Lewiston
LYH,0.39311237065703697,414,37.3309,-79.1944,Lynchburg Regional Airport,Lynchburg
MAF,0.31557371344881696,1932,31.9361,-102.208,Midland International Airport,Midland
MBS,0.37094387445916643,848,43.5311,-84.0933,MBS International Airport,Freeland
MCI,0.4844842495632712,17595,39.2992,-94.7171,Kansas City International Airport,Kansas City
MCO,1.7879816101011938,43114,28.4418,-81.3115,Orlando International Airport,Orlando
MDT,0.3075031549251682,2090,40.1962,-76.7564,Harrisburg International Airport,Middletown
MDW,1.523849596646842,37943,41.7875,-87.7416,Chicago Midway International Airport,Chicago
MEI,0.4022555983515504,235,32.3334,-88.7449,Key Field Airport,Meridian
MEM,0.7136778957380295,22082,35.047,-89.9823,Memphis International Airport,Memphis
MFE,0.35771428801850175,1107,26.1813,-98.2404,Miller International Airport,Mcallen
MFR,0.3385084019115909,1483,42.3691,-122.874,Rogue Valley International-Medford Airport,Central Point
MGM,0.32721983587534803,1704,32.3049,-86.3909,Montgomery Regional Airport,Montgomery
MHK,0.4086916133767386,109,39.1368,-96.6699,Manhattan Municipal Airport,Manhattan
MHT,0.18389080285409287,4510,42.9293,-71.4386,Manchester-Boston Regional Airport,Manchester
MIA,1.1419282923346807,30466,25.7953,-80.2727,Miami International Airport,Miami
MKE,0.41751904561071757,16284,42.9471,-87.9051,General Mitchell International Airport,Milwaukee
MLB,0.36369058768474793,990,28.0957,-80.6282,Melbourne International Airport,Melbourne
MLI,0.28017563081028174,2625,41.4539,-90.5058,Quad City Airport,Coal Valley
MLU,0.36930933096070595,880,32.5099,-92.044,Monroe Regional Airport,Monroe
MOB,0.2888080636615263,2456,30.6775,-88.243,Mobile Regional Airport,Mobile
MOD,0.38330510966627396,606,37.6319,-120.959,Modesto City County Airport-Harry Sham Field,Modesto
MOT,0.4104283158438529,75,48.2554,-101.291,Minot International Airport,Minot
MQT,0.40532036741116384,175,46.3501,-87.3871,Sawyer International Airport,Marquette
MRY,0.3187406414770842,1870,36.5872,-121.851,Monterey Peninsula Airport,Monterey
MSN,0.21474281138753484,3906,43.1351,-89.3465,Dane County Regional Airport-Truax Field,Madison
MSO,0.35556894967677233,1149,46.9192,-114.084,Missoula International Airport,Missoula
MSP,1.9147098107162095,45595,44.8793,-93.1987,Minneapolis St Paul International Airport,St. Paul
MSY,0.26034747233687505,13207,29.983,-90.2569,New Orleans International Airport,Kenner
MTJ,0.3732424512538765,803,38.5003,-107.899,Montrose Regional Airport,Montrose
OAJ,0.3809043739029101,653,34.8307,-77.6053,Albert J Ellis Airport,Richlands
OAK,0.4474516234262755,16870,37.7158,-122.209,Oakland International Airport,Oakland
OGG,0.1368465977890266,5431,20.8926,-156.441,Kahului Airport,Kahului
OKC,0.041889836425336884,7290,35.3981,-97.5974,Will Rogers World Airport,Oklahoma City
OMA,0.038764669326823445,8869,41.3,-95.8998,Eppley Airfield,Omaha
OME,0.3930612911727101,415,64.5125,-165.445,Nome Airport,Nome
ONT,0.019006227446889873,7738,34.062,-117.594,Ontario International Airport,Ontario
ORD,5.441441726582047,114639,41.9796,-87.8825,Chicago O'Hare International Airport,Chicago
ORF,0.11702775787019302,5819,36.8977,-76.2154,Norfolk International Airport,Norfolk
OTH,0.3873403889280983,527,43.4141,-124.244,North Bend Municipal Airport,North Bend
OTZ,0.39285697323540253,419,66.8893,-162.61,Ralph Wien Memorial Airport,Kotzebue
OXR,0.4053714468954907,174,34.1984,-119.206,Oxnard Airport,Oxnard
PBI,0.10394209132793591,10145,26.6909,-80.0889,Palm Beach International Airport,West Palm Beach
PDX,0.5470566178637122,18820,45.5867,-122.587,Portland International Airport,Portland
PFN,0.32190756950535143,1808,30.2071,-85.6829,Panama City Bay County Airport,Panama City
PHF,0.2861519304765279,2508,37.1306,-76.5026,Newport News-Williamsburg International Airport,Newport News
PHL,1.4764478351914876,37015,39.8768,-75.2419,Philadelphia International Airport,Philadelphia
PHX,3.084481081286332,68496,33.4376,-112.03,Sky Harbor International Airport,Phoenix
PIA,0.352453101132832,1210,40.6663,-89.6909,Greater Peoria Regional Airport,Peoria
PIH,0.39811816012107226,316,42.9056,-112.588,Pocatello Municipal Airport,Pocatello
PIR,0.4141571181997159,2,44.3801,-100.293,Pierre Municipal Airport,Pierre
PIT,0.252430152266207,13052,40.4914,-80.2328,Pittsburgh International Airport,Coraopolis
PLN,0.40966212357894954,90,45.571,-84.7857,Pellston Regional Airport,Pellston
PNS,0.21801189838445584,3842,30.4761,-87.1941,Pensacola Regional Airport,Pensacola
PSC,0.36695967468166896,926,46.2592,-119.117,Tri Cities Airport,Pasco
PSG,0.3978627626994378,321,56.8067,-132.933,Petersburg James A Johnson Airport,Petersburg
PSP,0.25570855781770113,3104,33.8227,-116.509,Palm Springs International Airport,Palm Springs
PVD,0.08351961615175275,6475,41.723,-71.4399,Theodore Francis Green State Airport,Warwick
PWM,0.3065837242072842,2108,43.6475,-70.3103,Jetport International Airport,Portland
RAP,0.3541387241156194,1177,44.037,-103.06,Rapid City Regional Airport,Rapid City
RDD,0.3889238529422319,496,40.5056,-122.302,Redding Municipal Airport,Redding
RDM,0.3684409797271488,897,44.2533,-121.162,Roberts Field Airport,Redmond
RDU,0.5702977832324475,19275,35.8729,-78.7923,Durham International Airport,Raleigh/Durham
RHI,0.4137484823251008,10,45.626,-89.4626,Rhinelander-Oneida County Airport,Rhinelander
RIC,0.10047800494828045,6143,37.5108,-77.3332,Richmond International Airport,Richmond
RKS,0.38841305809896304,506,41.5988,-109.072,Rock Springs-Sweetwater County Airport,Rock Springs
RNO,0.08872972355309561,6373,39.5064,-119.776,Reno-Tahoe International Airport,Reno
ROA,0.34714083476283536,1314,37.3203,-79.9688,Roanoke Regional Airport-Woodrum Field,Roanoke
ROC,0.19763118413802647,4241,43.1309,-77.6697,Greater Rochester International Airport,Rochester
ROW,0.39444043724953615,388,33.3071,-104.519,Roswell Industrial Air Center,Roswell
RST,0.3760007434075286,749,43.9101,-92.4884,Rochester International Airport,Rochester
RSW,0.03953086159172681,8884,26.5228,-81.7531,Southwest Florida International Airport,Fort Myers
SAN,0.9261685505378946,26242,32.7299,-117.195,San Diego International Airport,San Diego
SAT,0.24502362703880787,12907,29.5252,-98.4729,San Antonio International Airport,San Antonio
SAV,0.1745432572222719,4693,32.1338,-81.2133,Savannah International Airport,Savannah
SBA,0.26704820333827084,2882,34.4255,-119.835,Santa Barbara Municipal Airport,Goleta
SBN,0.3329407381199598,1592,41.7006,-86.311,South Bend Regional Airport,South Bend
SBP,0.35837832131475134,1094,35.239,-120.641,San Luis Obispo County Airport,San Luis Obispo
SCC,0.3997016241352059,285,70.1975,-148.458,Deadhorse Airport,Prudhoe Bay
SCE,0.4069549109096243,143,40.8515,-77.851,University Park Airport,State College
SDF,0.06462020695080323,6845,38.1865,-85.7462,Louisville International Airport,Louisville
SEA,1.5091387051606975,37655,47.4405,-122.296,Tacoma International Airport,Seattle
SFO,2.2136780324815004,51448,37.6148,-122.392,San Francisco International Airport,San Francisco
SGF,0.2628086061391389,2965,37.243,-93.3817,Springfield Regional Airport,Springfield
SGU,0.3859101633669454,555,37.0973,-113.591,St George Municipal Airport,St. George
SHV,0.32701551793804046,1708,32.4549,-93.8285,Shreveport Regional Airport,Shreveport
SIT,0.39101811179963447,455,57.0535,-135.366,Sitka Airport,Sitka
SJC,0.35790928740123623,15117,37.3679,-121.926,Norman Y Mineta San Jose International Airport,San Jose
SJT,0.40297071113212685,221,31.3616,-100.507,Mathis Field Airport,San Angelo
SLC,1.9715101972877118,46707,40.7862,-111.982,Salt Lake City International Airport,Salt Lake City
SMF,0.41675285334581424,16269,38.683,-121.591,Sacramento International Airport,Sacramento
SMX,0.40302179061645377,220,34.8888,-120.437,Santa Maria Public Airport,Santa Maria
SNA,0.3430962369464379,14827,33.6813,-117.859,John Wayne Airport,Santa Ana
SPI,0.39490015260847816,379,39.8445,-89.672,Capital Airport,Springfield
SRQ,0.29212823014277417,2391,27.3868,-82.5516,Sarasota Bradenton Airport,Sarasota
STL,0.6138175038789583,20127,38.7414,-90.3647,Lambert St Louis International Airport,St. Louis
SUN,0.38463317625877314,580,43.5065,-114.301,Friedman Memorial Airport,Hailey
SUX,0.413646323356447,12,42.4012,-96.3784,Sioux Gateway Airport,Sioux City
SWF,0.38064897648127566,658,41.4869,-74.0974,Stewart International Airport,New Windsor
SYR,0.24018039458232637,3408,43.1141,-76.1121,Hancock International Airport,Syracuse
TEX,0.4113988260460638,56,37.9544,-107.901,Telluride Regional Airport,Telluride
TLH,0.2776727360782641,2674,30.3964,-84.3503,Tallahassee Regional Airport,Tallahassee
TOL,0.3993951472292445,291,41.5923,-83.8072,Toledo Express Airport,Swanton
TPA,0.8505198342497695,24761,27.9744,-82.5356,Tampa International Airport,Tampa
TRI,0.35980854687590424,1066,36.4805,-82.4087,Tri-Cities Regional Airport,Blountville
TUL,0.10768021223837204,6002,36.1877,-95.8892,Tulsa International Airport,Tulsa
TUS,0.06666338632387885,6805,32.1204,-110.936,Tucson International Airport,Tucson
TVC,0.34668111940389335,1323,44.7365,-85.5796,Cherry Capital Airport,Traverse City
TWF,0.3997016241352059,285,42.4838,-114.485,Twin Falls-Sun Valley Regional Airport,Twin Falls
TXK,0.39362316550030585,404,33.457,-93.9943,Texarkana Regional Airport,Texarkana
TYR,0.3885152170676168,504,32.3506,-95.4118,Tyler Pounds Field Airport,Tyler
TYS,0.15932157089285848,4991,35.8064,-83.9889,Mcghee Tyson Airport,Knoxville
VLD,0.38974112469146216,480,30.7892,-83.2787,Valdosta Regional Airport,Valdosta
VPS,0.2605611088287557,3009,30.496,-86.55,Eglin Air Force Base,Eglin Village
WYS,0.41236933624827476,37,44.6876,-111.114,Yellowstone Airport,West Yellowstone
XNA,0.1788850133900576,4608,36.2756,-94.2955,Northwest Arkansas Regional Airport,Bentonville
YAK,0.39908867032328316,297,59.5103,-139.668,Yakutat Airport,Yakutat
YUM,0.38238567894838993,624,32.6685,-114.599,Yuma International Airport,Yuma
