code,count,number,lat,lon,name,city
FAR,0.27528165806111715,2134,46.9195,-96.8243,Hector International Airport,Fargo
FAT,0.1746997601416288,4074,36.7675,-119.717,Fresno Yosemite International Airport,Fresno
FAY,0.3496293083789245,700,34.9914,-78.8889,Fayetteville Regional Airport,Fayetteville
FCA,0.3580284153185931,538,48.3075,-114.252,Glacier Park International Airport,Kalispell
FLG,0.35735441290985426,551,35.139,-111.675,Flagstaff Pulliam Airport,Flagstaff
FLL,0.9755631198799012,26260,26.0722,-80.1354,Fort Lauderdale Hollywood International Airport,Dania Beach
FNT,0.31478856848103987,1372,42.9756,-83.7411,Bishop International Airport,Flint
FSD,0.24173707664157643,2781,43.5813,-96.7317,Sioux Falls Regional Airport,Sioux Falls
FSM,0.3452742158916889,784,36.1881,-94.4944,Smith Field Airport,Fort Smith
FWA,0.3049896103847598,1561,40.9883,-85.1899,Fort Wayne Municipal Airport-Baer Field,Fort Wayne
GCC,0.36378335896244013,427,44.3465,-105.533,Gillette Campbell County Airport,Gillette
GCK,0.37088630742376477,290,37.9267,-100.719,Garden City Regional Airport,Pierceville
GEG,0.2361376720151307,2889,47.625,-117.538,Spokane International Airport,Spokane
GFK,0.37804110222422327,152,47.9494,-97.1762,Grand Forks Mark Andrews International Airport,Grand Forks
GGG,0.3694346099280196,318,32.3874,-94.7194,Gregg County Airport,Longview
GJT,0.33796388207382916,925,39.1217,-108.529,Walker Field Airport,Grand Junction
GNV,0.3417486648305934,852,29.6861,-82.277,Gainesville Regional Airport,Gainesville
GPT,0.3056117664543649,1549,30.4133,-89.072,Gulfport Biloxi Regional Airport,Gulfport
GRB,0.2977311229060339,1701,44.4923,-88.1274,Austin Straubel International Airport,Green Bay
GRR,0.15722754385355273,4411,42.8841,-85.5307,Gerald R. Ford International Airport,Grand Rapids
GSO,0.24064830351976754,2802,36.1038,-79.9427,Triad International Airport,Greensboro
GSP,0.24101122789370383,2795,34.8907,-82.2167,Greenville Spartanburg International Airport,Greer
GST,0.38364050685066897,44,58.4246,-135.707,Gustavus Airport,Gustavus
GTF,0.3634204345885038,434,47.482,-111.356,Great Falls International Airport,Great Falls
GTR,0.370419690371561,299,33.4516,-88.5876,Golden Triangle Regional Airport,Columbus
GUC,0.3735304707195864,239,38.5356,-106.941,Gunnison County Airport,Gunnison
HDN,0.37311570000651634,247,40.485,-107.219,Yampa Valley Airport,Hayden
HIB,0.38058157284177735,103,47.3934,-92.8418,Chisholm Hibbing Airport,Hibbing
HLN,0.3717158488499049,274,46.6104,-111.99,Helena Regional Airport,Helena
HNL,0.30150886480192807,13259,21.3358,-157.919,Honolulu International Airport,Honolulu
HOB,0.3774189461546182,164,32.6929,-103.215,Lea County Regional Airport,Hobbs
HOU,1.2684430896464938,31909,29.6572,-95.2795,William P Hobby Airport,Houston
HPN,0.2284125674842009,3038,41.0693,-73.7042,Westchester County Airport,Purchase
HRL,0.3172771927594602,1324,26.2216,-97.663,Grande Valley International Airport,Harlingen
HSV,0.2690600973650663,2254,34.6492,-86.7767,Huntsville International Airport,Huntsville
HYA,0.3848329726507454,21,41.6667,-70.2863,Barnstable Boardman Polando Airport,Hyannis
HYS,0.38364050685066897,44,38.8546,-99.2737,Hays Municipal Airport,Hays
IAD,0.9922057947418371,26581,38.9556,-77.4484,Dulles International Airport,Washington
IAH,3.68925235647987,78601,29.9784,-95.3424,George Bush Intercontinental Airport,Houston
ICT,0.1984972298040232,3615,37.6531,-97.43,Wichita Mid-Continent Airport,Wichita
IDA,0.35025146444852956,688,43.5147,-112.068,Fanning Field Airport,Idaho Falls
ILM,0.34641483535263157,762,34.2668,-77.912,Wilmington International Airport,Wilmington
IMT,0.3759154023197392,193,45.8153,-88.1185,Ford Airport,Kingsford
IND,0.19283893797757365,11163,39.7322,-86.2707,Indianapolis International Airport,Indianapolis
INL,0.3769004827632806,174,48.5661,-93.3978,Falls International Airport,International Falls
ISN,0.34340774768287363,820,48.1767,-103.631,Sloulin Field International Airport,Williston
ISP,0.262942229347283,2372,40.7891,-73.0984,Long Island Macarthur Airport,Ronkonkoma
ITO,0.3060783835065687,1540,19.7126,-155.042,Hilo International Airport,Hilo
JAC,0.32261736569023713,1221,43.6034,-110.736,Jackson Hole Airport,Jackson
JAN,0.20694818308282556,3452,32.3089,-90.0733,Jackson International Airport,Pearl
JAX,0.025478955253806484,7935,30.4914,-81.676,Jacksonville International Airport,Jacksonville
JFK,1.7472958778858723,41145,40.6437,-73.79,John F Kennedy International Airport,Jamaica
JLN,0.3713529244759686,281,37.147,-94.5019,Joplin Regional Airport,Webb City
JMS,0.3766412510676118,179,46.9243,-98.6788,Jamestown Municipal Airport,Jamestown
JNU,0.3154625708897787,1359,58.3598,-134.583,Juneau International Airport,Juneau
KOA,0.23292319898883776,2951,19.7334,-156.039,Kailua-Kona International Airport,Kailua Kona
KTN,0.3392600405521731,900,55.354,-131.706,Ketchikan International Airport,Ketchikan
LAN,0.35097731319640213,674,42.7728,-84.5888,Lansing Capital City Airport,Lansing
LAR,0.3717158488499049,274,37.8527,-76.517,General Brees Field,Laramie
LAS,2.8119604519975696,61680,36.0806,-115.143,Mccarran International Airport,Las Vegas
LAW,0.3633167419102363,436,34.573,-98.4135,Lawton Municipal Airport,Lawton
LAX,4.573750902101762,95661,33.9456,-118.391,Los Angeles International Airport,Los Angeles
LBB,0.25780944177304105,2471,33.6566,-101.821,Lubbock International Airport,Lubbock
LCH,0.3557471763967078,582,30.1235,-93.2198,Lake Charles Regional Airport,Lake Charles
LEX,0.26812686326065865,2272,38.0384,-84.5989,Blue Grass Field,Lexington
LFT,0.2630459220255505,2370,30.2084,-91.9935,Lafayette Regional Airport,Lafayette
LGA,1.7284756567803186,40782,40.7731,-73.8756,LaGuardia Airport,Flushing
LGB,0.20917757566557713,3409,33.8186,-118.144,Long Beach Daugherty Field Airport,Long Beach
LIH,0.2553726638337545,2518,21.9782,-159.351,Lihue Airport,Lihue
LIT,0.04866130970746584,6505,34.7278,-92.219,Adams Field Airport,Little Rock
LMT,0.3837441995289365,42,42.1638,-121.745,Klamath Falls International Airport,Klamath Falls
LNK,0.3381712674303642,921,40.8461,-96.7543,Lincoln Municipal Airport,Lincoln
LRD,0.3424226672393323,839,27.5431,-99.4555,Laredo International Airport,Laredo
LSE,0.36393889797984136,424,43.8751,-91.2638,La Crosse Municipal Airport,La Crosse
LWS,0.38141111426791746,87,46.3776,-117.011,Lewiston Nez Perce County Airport,Lewiston
MAF,0.1899425838469533,3780,31.9361,-102.208,Midland International Airport,Midland
MBS,0.3579247226403256,540,43.5311,-84.0933,MBS International Airport,Freeland
MCI,0.574894611054228,18532,39.2992,-94.7171,Kansas City International Airport,Kansas City
MCN,0.38586989943342054,1,32.7023,-83.65,Middle Georgia Regional Airport,Macon
MCO,2.0431829353222226,46852,28.4418,-81.3115,Orlando International Airport,Orlando
MDT,0.31587734160284875,1351,40.1962,-76.7564,Harrisburg International Airport,Middletown
MDW,2.202662274497659,49928,41.7875,-87.7416,Chicago Midway International Airport,Chicago
MEI,0.3827591190853951,61,32.3334,-88.7449,Key Field Airport,Meridian
MEM,0.08822006646652233,5742,35.047,-89.9823,Memphis International Airport,Memphis
MFE,0.31214440518521824,1423,26.1813,-98.2404,Miller International Airport,Mcallen
MFR,0.3398821966217782,888,42.3691,-122.874,Rogue Valley International-Medford Airport,Central Point
MGM,0.3219433632814983,1234,32.3049,-86.3909,Montgomery Regional Airport,Montgomery
MHK,0.35170316194427476,660,39.1368,-96.6699,Manhattan Municipal Airport,Manhattan
MHT,0.2712376436086841,2212,42.9293,-71.4386,Manchester-Boston Regional Airport,Manchester
MIA,1.2009391560943423,30607,25.7953,-80.2727,Miami International Airport,Miami
MKE,0.32048462492488305,13625,42.9471,-87.9051,General Mitchell International Airport,Milwaukee
MKG,0.3717676951890387,273,43.1646,-86.2367,Muskegon County Airport,Muskegon
MLB,0.36393889797984136,424,28.0957,-80.6282,Melbourne International Airport,Melbourne
MLI,0.282125374826773,2002,41.4539,-90.5058,Quad City Airport,Coal Valley
MLU,0.3208027438205557,1256,32.5099,-92.044,Monroe Regional Airport,Monroe
MOB,0.274244731278442,2154,30.6775,-88.243,Mobile Regional Airport,Mobile
MOD,0.3774707924937519,163,37.6319,-120.959,Modesto City County Airport-Harry Sham Field,Modesto
MOT,0.35973934451000705,505,48.2554,-101.291,Minot International Airport,Minot
MQT,0.37622648035454176,187,46.3501,-87.3871,Sawyer International Airport,Marquette
MRY,0.30939654921112913,1476,36.5872,-121.851,Monterey Peninsula Airport,Monterey
MSN,0.1975121493604818,3634,43.1351,-89.3465,Dane County Regional Airport-Truax Field,Madison
MSO,0.33169047503864457,1046,46.9192,-114.084,Missoula International Airport,Missoula
MSP,1.6155024838078622,38603,44.8793,-93.1987,Minneapolis St Paul International Airport,St. Paul
MSY,0.47161670349978435,16540,29.983,-90.2569,New Orleans International Airport,Kenner
MTJ,0.3677236807366056,351,38.5003,-107.899,Montrose Regional Airport,Montrose
MVY,0.381929577659255,77,41.3895,-70.6112,Marthas Vineyard Airport,Vineyard Haven
OAJ,0.3616058127188223,469,34.8307,-77.6053,Albert J Ellis Airport,Richlands
OAK,0.7509129324133326,21927,37.7158,-122.209,Oakland International Airport,Oakland
OGG,0.09153823217108277,5678,20.8926,-156.441,Kahului Airport,Kahului
OKC,0.0470988786725831,8352,35.3981,-97.5974,Will Rogers World Airport,Oklahoma City
OMA,0.01610180873146653,7133,41.3,-95.8998,Eppley Airfield,Omaha
OME,0.37238985125864377,261,64.5125,-165.445,Nome Airport,Nome
ONT,0.05077996875107983,8423,34.062,-117.594,Ontario International Airport,Ontario
ORD,7.12998280675251,144965,41.9796,-87.8825,Chicago O'Hare International Airport,Chicago
ORF,0.15764231456662278,4403,36.8977,-76.2154,Norfolk International Airport,Norfolk
ORH,0.37503401455446533,210,42.2699,-71.8706,Worcester Municipal Airport,Worcester
OTH,0.37638201937194304,184,43.4141,-124.244,North Bend Municipal Airport,North Bend
OTZ,0.3719232342064399,270,66.8893,-162.61,Ralph Wien Memorial Airport,Kotzebue
PAH,0.3738415487543889,233,37.0612,-88.7672,Barkley Regional Airport,West Paducah
PBI,0.09552335942351202,9286,26.6909,-80.0889,Palm Beach International Airport,West Palm Beach
PDX,0.5232038109378725,17535,45.5867,-122.587,Portland International Airport,Portland
PHF,0.34091912340445335,868,37.1306,-76.5026,Newport News-Williamsburg International Airport,Newport News
PHL,1.1701942769880245,30014,39.8768,-75.2419,Philadelphia International Airport,Philadelphia
PHX,3.3402746477705523,71870,33.4376,-112.03,Sky Harbor International Airport,Phoenix
PIA,0.3051451494021611,1558,40.6663,-89.6909,Greater Peoria Regional Airport,Peoria
PIB,0.38415897024200657,34,31.4671,-89.3333,Pine Belt Regional Airport,Moselle
PIH,0.3746192438413953,218,42.9056,-112.588,Pocatello Municipal Airport,Pocatello
PIT,0.1222242240773968,9801,40.4914,-80.2328,Pittsburgh International Airport,Coraopolis
PLN,0.3812555752505162,90,45.571,-84.7857,Pellston Regional Airport,Pellston
PNS,0.23795229388481218,2854,30.4761,-87.1941,Pensacola Regional Airport,Pensacola
PSC,0.35071808150073336,679,46.2592,-119.117,Tri Cities Airport,Pasco
PSG,0.37487847553706405,213,56.8067,-132.933,Petersburg James A Johnson Airport,Petersburg
PSP,0.16728573364550156,4217,33.8227,-116.509,Palm Springs International Airport,Palm Springs
PUB,0.3748266291979303,214,38.2836,-104.496,Pueblo Memorial Airport,Pueblo
PVD,0.16816712141077542,4200,41.723,-71.4399,Theodore Francis Green State Airport,Warwick
PWM,0.29249464265352443,1802,43.6475,-70.3103,Jetport International Airport,Portland
RAP,0.3127147149156896,1412,44.037,-103.06,Rapid City Regional Airport,Rapid City
RDD,0.3672570636844018,360,40.5056,-122.302,Redding Municipal Airport,Redding
RDM,0.34688145240483537,753,44.2533,-121.162,Roberts Field Airport,Redmond
RDU,0.36113215480574845,14409,35.8729,-78.7923,Durham International Airport,Raleigh/Durham
RHI,0.3690716855540833,325,45.626,-89.4626,Rhinelander-Oneida County Airport,Rhinelander
RIC,0.08049496193559257,5891,37.5108,-77.3332,Richmond International Airport,Richmond
RKS,0.36528690279731907,398,41.5988,-109.072,Rock Springs-Sweetwater County Airport,Rock Springs
RNO,0.08951622494486626,5717,39.5064,-119.776,Reno-Tahoe International Airport,Reno
ROA,0.34055619903051704,875,37.3203,-79.9688,Roanoke Regional Airport-Woodrum Field,Roanoke
ROC,0.2178359143009145,3242,43.1309,-77.6697,Greater Rochester International Airport,Rochester
ROW,0.36445736137117896,414,33.3071,-104.519,Roswell Industrial Air Center,Roswell
RST,0.3524290106921473,646,43.9101,-92.4884,Rochester International Airport,Rochester
RSW,0.11932082908590642,9745,26.5228,-81.7531,Southwest Florida International Airport,Fort Myers
SAN,1.263932458141857,31822,32.7299,-117.195,San Diego International Airport,San Diego
SAT,0.32146970536842445,13644,29.5252,-98.4729,San Antonio International Airport,San Antonio
SAV,0.19253490080364116,3730,32.1338,-81.2133,Savannah International Airport,Savannah
SBA,0.23577474764119438,2896,34.4255,-119.835,Santa Barbara Municipal Airport,Goleta
SBN,0.29363526211446705,1780,41.7006,-86.311,South Bend Regional Airport,South Bend
SBP,0.295138805949346,1751,35.239,-120.641,San Luis Obispo County Airport,San Luis Obispo
SCC,0.36844952948447823,337,70.1975,-148.458,Deadhorse Airport,Prudhoe Bay
SCE,0.37156030983250365,277,40.8515,-77.851,University Park Airport,State College
SDF,0.0755177133787519,5987,38.1865,-85.7462,Louisville International Airport,Louisville
SEA,1.79597959033247,42084,47.4405,-122.296,Tacoma International Airport,Seattle
SFO,3.3235282802303487,71547,37.6148,-122.392,San Francisco International Airport,San Francisco
SGF,0.23116042345829002,2985,37.243,-93.3817,Springfield Regional Airport,Springfield
SGU,0.3609318103100835,482,37.0973,-113.591,St George Municipal Airport,St. George
SHV,0.24064830351976754,2802,32.4549,-93.8285,Shreveport Regional Airport,Shreveport
SIT,0.364872132084249,406,57.0535,-135.366,Sitka Airport,Sitka
SJC,0.5050575922410575,17185,37.3679,-121.926,Norman Y Mineta San Jose International Airport,San Jose
SJT,0.35517686666623643,593,31.3616,-100.507,Mathis Field Airport,San Angelo
SLC,1.326562835815435,33030,40.7862,-111.982,Salt Lake City International Airport,Salt Lake City
SMF,0.5363727810778467,17789,38.683,-121.591,Sacramento International Airport,Sacramento
SMX,0.36881245385841455,330,34.8888,-120.437,Santa Maria Public Airport,Santa Maria
SNA,0.4396275122542564,15923,33.6813,-117.859,John Wayne Airport,Santa Ana
SPI,0.34605191097869525,769,39.8445,-89.672,Capital Airport,Springfield
SRQ,0.31478856848103987,1372,27.3868,-82.5516,Sarasota Bradenton Airport,Sarasota
STC,0.3727009292934463,255,45.5463,-94.066,St Cloud Regional Airport,St. Cloud
STL,0.8563683862113941,23961,38.7414,-90.3647,Lambert St Louis International Airport,St. Louis
SUN,0.3724416975977775,260,43.5065,-114.301,Friedman Memorial Airport,Hailey
SUX,0.3677236807366056,351,42.4012,-96.3784,Sioux Gateway Airport,Sioux City
SWF,0.3731675463456501,246,41.4869,-74.0974,Stewart International Airport,New Windsor
SYR,0.2664159340692447,2305,43.1141,-76.1121,Hancock International Airport,Syracuse
TLH,0.30602653716743494,1541,30.3964,-84.3503,Tallahassee Regional Airport,Tallahassee
TOL,0.3674126027018031,357,41.5923,-83.8072,Toledo Express Airport,Swanton
TPA,0.9535284257480545,25835,27.9744,-82.5356,Tampa International Airport,Tampa
TRI,0.3563174861271791,571,36.4805,-82.4087,Tri-Cities Regional Airport,Blountville
TUL,0.015842577035797743,7138,36.1877,-95.8892,Tulsa International Airport,Tulsa
TUS,0.07878403274417858,5924,32.1204,-110.936,Tucson International Airport,Tucson
TVC,0.33827496010863173,919,44.7365,-85.5796,Cherry Capital Airport,Traverse City
TWF,0.37648571205021053,182,42.4838,-114.485,Twin Falls-Sun Valley Regional Airport,Twin Falls
TXK,0.3675681417192044,354,33.457,-93.9943,Texarkana Regional Airport,Texarkana
TYR,0.34278559161326855,832,32.3506,-95.4118,Tyler Pounds Field Airport,Tyler
TYS,0.20575571728274916,3475,35.8064,-83.9889,Mcghee Tyson Airport,Knoxville
VEL,0.38187773132012126,78,40.4485,-109.514,Vernal Airport,Vernal
VLD,0.3702641513541597,302,30.7892,-83.2787,Valdosta Regional Airport,Valdosta
VPS,0.2958646546972186,1737,30.496,-86.55,Eglin Air Force Base,Eglin Village
WYS,0.3834849678332677,47,44.6876,-111.114,Yellowstone Airport,West Yellowstone
XNA,0.15447968787946362,4464,36.2756,-94.2955,Northwest Arkansas Regional Airport,Bentonville
YAK,0.37570801696320416,197,59.5103,-139.668,Yakutat Airport,Yakutat
YUM,0.3448075988394851,793,32.6685,-114.599,Yuma International Airport,Yuma
